ref:US-TX:thc,ref:hmdb,name,OsmNodeID,website,memorial:website,isTHC,isHMDB,isMissing,isPending,isOSM,isPrivate,addr:full,addr:city,addr:county,UTM Zone,UTM Easting,UTM Northing,thc:Latitude,thc:Longitude,hmdb:Latitude,hmdb:Longitude,Recorded Texas Historic Landmark,thc:designation,Marker Notes,wikimedia_commons,subject:wikimedia_commons,subject:wikipedia,wikidata,subject:wikidata,Marker Text,inscription_size,DATA_NOTE,geometry
8534,95795,McKellar House,,https://atlas.thc.texas.gov/Details/5257008534,https://www.hmdb.org/m.asp?m=95795,True,True,False,False,True,False,303 S Center St,Forney,Kaufman,14.0,736836.0,3625803.0,32.744621,-96.472313,32.74455,-96.4717,True,Recorded Texas Historic Landmark,"303 S. Center St., Forney
",,,,,,"Originally built in 1873 by landowner and merchant John Alexander McKellar (1813-1875), this house was remodeled to its current appearance by his son, B. Yancy McKellar (1859-1916) about 1902. Features of the colonial revival structure include two-story giant order columns with modified Ionic capitals on the north and west facades, stained glass windows, and a wraparound porch. The home remained in the McKellar family until 1977. Recorded Texas Historic Landmark - 1989",473,,POINT (-96.472313 32.744621)
17910,232727,Melvin B. Tolson,,https://atlas.thc.texas.gov/Details/5507017910,https://www.hmdb.org/m.asp?m=232727,True,True,False,False,True,False,711 Wiley Ave,Marshall,Harrison,15.0,370720.0,3600818.0,32.537198,-94.37672,32.5372,-94.37672,False,Historical Marker,"Wiley College, in front of Thirkield Hall",,,,,,"Poet, professor, and playwright, Melvin Beaunorus Tolson was born on February 6, 1898 in Kansas City, Missouri, to Rev. Alonzo, a Methodist minister, and Lera Ann (Hurt) Tolson. Melvin graduated high school in 1918 in Kansas City, Missouri and then earned a Bachelor’s degree in English in 1923 from Lincoln University in Pennsylvania, the nation’s first Black college. Tolson began his teaching career in 1924 at Wiley College in Marshall, where he remained until 1947. While at Wiley College, Tolson taught English and Speech, created an award-winning debate team, co-founded the Intercollegiate Southern Association of Dramatic and Speech Arts, directed the theater club and coached junior varsity football. The debate team, the Wiley Forensic Society, packed venues and won many high-profile debates, including the 1933 defeat of England’s Oxford University and the 1935 defeat of the University of Southern California, the year’s national champions. Several of Tolson’s students became influential civil rights activists, including James L. Farmer, Jr., Fred Lewis and Heman Sweatt. Tolson’s passion and eloquence transferred to his own writings. From 1937 to 1944, Tolson wrote a regular column in The Washington Tribune called “Caviar and Cabbages,” a series largely based on African American life. Tolson left Wiley College for Langston University in Oklahoma in 1947. His poetry and writings continued to receive acclaim and he served as Mayor of Langston from 1954 to 1962. Tolson died on August 29, 1966, but will forever be remembered as an incredible orator, writer and educator who inspired others to prevail. (2014)",1630,,POINT (-94.37672 32.537198)
6784,149270,Merrell Cemetery,,https://atlas.thc.texas.gov/Details/5113006784,https://www.hmdb.org/m.asp?m=149270,True,True,False,False,True,False,4018 Merrell Road,Dallas,Dallas,14.0,701655.0,3640887.0,32.887601,-96.844259,32.88754,-96.84427,False,Historical Marker,4000 blk. of Merrell Rd.,,,,,,"Elder Eli Merrell (1787 - 1849), minister of the Disciples of Christ Church, came with his wife, Mary, in 1844, to settle 640 acres near Bachman's Branch in what was then Nacogdoches County. This cemetery is on a part of his acreage, and his was the first marked grave at this site. The Merrell Cemetery originally served pioneers from the surrounding area. Numerous prominent citizens and members of the historic Peters Colony are among those buried here. William Strait (1806-86) and his wife, Mourning (1806-77), came to Dallas County in 1853. Many of their family members remained in the area, serving the community in various positions. Strait's sons, William, Enoch, and Bennett, served with Merrell's sons, George and John, in the 19th Cavalry during the Civil War. Enoch Strait (1834 - 1917) served as Dallas County Commissioner and William Strait's grandson, Elmo (1876 - 1922), became the Chief of Police for the city of Dallas. Members of the cemetery association, which was organized in 1965, include many descendants of pioneer settlers. (1985)",1057,,POINT (-96.844259 32.887601)
16179,150861,Mesquite Cemetery,,https://atlas.thc.texas.gov/Details/5507016179,https://www.hmdb.org/m.asp?m=150861,True,True,False,False,True,False,,Mesquite,Dallas,14.0,724921.0,3627784.0,32.764975,-96.5989,32.76255,-96.60316,False,Historical Marker,,,,,,,"This burial ground was in use well before the Texas and Pacific railroad established the city of Mesquite in 1873. The earliest marked grave is that of Britanna Santifee Chapman (1856-1859), who shares a plot with pioneer residents Davis G. Chapman (1824-1881) and wife, Nancy C. (1828-1912). In 1890, local builder and civic leader Louis C. Ebrite (1852-1943) plotted a tract of several acres in a grid pattern with driveways that define the layout of the cemetery to this day. The site was formally deeded for cemetery use in 1892 and continues to honor area veterans and to chronicle the generations that belong to Mesquite's proud heritage. Historic Texas Cemetery – 2001",675,,POINT (-96.5989 32.764975)
8535,97065,"Methodist Church, 1844",,https://atlas.thc.texas.gov/Details/5257008535,https://www.hmdb.org/m.asp?m=97065,True,True,False,False,True,False,15151 FM 429,College Mound,Kaufman,14.0,763834.0,3618796.0,32.675349,-96.18644,32.67374,-96.18716,False,Historical Marker,"on FM 429, just S of its intersection with IH-20, about 6 miles SW of Terrell in the College Mound Community
",,,,,,"In 1844 A. J. Beck, Henry Beck, Wilson Fogleman, A. H. Henry, W. T. Patton, Ed. King settled in this vicinity. A Methodist church was organized in 1845 with Rev. J. W. Fields as pastor; A. H. Henry, Ed. King, stewards; A. H. Henry, Sunday School Superintendent. In 1865 a frame building replaced the log church. In 1897 the present building was constructed; the land for the church was donated by W.T. Patton",408,,POINT (-96.18644 32.675349)
7742,33407,Milburn-Gary House,,https://atlas.thc.texas.gov/Details/5423007742,https://www.hmdb.org/m.asp?m=33407,True,True,False,False,True,False,,Lindale,Smith,15.0,276189.0,3593745.0,32.458404,-95.381122,32.4598,-95.3829,False,Historical Marker,"US 69, just south of IH-20, 4 mi. south of Lindale",,,,,,"Anglo settlement of the Gum Springs area in Smith County was underway when the community name changed to Starrville in 1852, in honor of pioneer Russel Julius Starr. Located on the Dallas-Shreveport freight route, Starrville included a post office, school, Masonic Lodge and Bethel Baptist Church. The Rev. Williamson Milburn was appointed pastor of the Baptist Church in 1854. The Rev. Mr. Milburn bought land from Benjamin Harry in 1853 that was part of the A. J. LaGrone survey patented in 1850. This home was built by the Rev. Mr. Milburn in 1855. The structure was built with hand-picked knot-free lumber on a foundation put together with wooden pegs, and featured solid oak walls. Its wide doors and floor plan are indicative of a 19th-century house. Business owners W. D. and W. V. Hyer purchased the home and sold it to Jesse B. Gary, a local farmer, in 1880. John Henry Gary, Sr., bought the property from his father in 1900, and moved the house 400 yards north of its original location to access a better water supply. The home remained in the Gary family until 1964. The home was uninhabited for many years. It was moved to this site in 1995.",1153,,POINT (-95.381122 32.458404)
3419,,Missouri Colony,,https://atlas.thc.texas.gov/Details/5439003419,,True,False,True,False,False,False,,Grapevine,Tarrant,14.0,683964.0,3649691.0,32.970087,-97.031521,,,False,Historical Marker,"Located off the access road of Hwy. 121, south of Sandy Lake Rd. and North of Stars and
Stripes Way. NE of Grapevine Mills Mall",,,,,,"In 1844 related families from Platte County, Missouri, settled in this area. James Gibson, one of the earliest settlers in Tarrant County, owned this site. In 1845 more relatives and friends arrived. They became known as the ""Missouri Colony"". The pioneers raised cattle and grain. John. A Freeman taught school and preached to the settlers at Lonesome Dove. Some original colonists moved to pioneer other frontier regions. Others remained to help build the northeastern section of Tarrant County, the first permanently settled area in the county. (1979)",554,,POINT (-97.031521 32.970087)
3470,227627,Morgan Hood Survey Pioneer Cemetery,,https://atlas.thc.texas.gov/Details/5439003470,https://www.hmdb.org/m.asp?m=227627,True,True,False,False,True,False,TX-26,Grapevine,Tarrant,14.0,682205.0,3647733.0,32.952731,-97.050721,32.95277,-97.05068,False,Historical Marker,"SH 26 northbound, between Great Wolf Drive and Bass Pro Drive (Bethel Road), east side of the road.",,,,,,"Originally part of the Morgan Hood Survey, this small cemetery (75 ft. SE) has been abandoned for over a century. Its one visible grave is marked with portions of a sandstone burial cairn, a common method of marking graves in this area in the 1850s-1870s. The subject of speculation since no written records remain, the graves may be those of members of the Peters Colony, early pioneers who entered the Grapevine area in 1844. Although nearly all traces of the cemetery are gone, it serves as a reminder of Tarrant County's early days of settlement. (1983)",557,,POINT (-97.050721 32.952731)
6790,93134,Mount Calvary Cemetery,,https://atlas.thc.texas.gov/Details/5113006790,https://www.hmdb.org/m.asp?m=93134,True,True,False,False,True,False,,Dallas,Dallas,14.0,707616.0,3645464.0,32.927742,-96.779545,32.92745,-96.77943,False,Historical Marker,1/4 mile west of Coit Road,,,,,,"Pioneer settlers used this site for burials as early as the 1840s. The oldest known grave is that of Amanda L. Houx (1829 - 1847). In 1868 William Huffhines donated a two-acre tract, which included the early graves, to Mount Calvary Baptist Church. A frame church building stood here until 1885, when the congregation moved to Richardson and later became the First Baptist Church. More land was added to the burial ground by C. C. Huffhines in 1896 and C. B. Chick in 1925 and 1935. A cemetery association, formed in 1924, cares for the almost 800 graves here.",560,,POINT (-96.779545 32.927742)
22457,259000,Mount Pisgah Missionary Baptist Church,,https://atlas.thc.texas.gov/Details/5507022457,https://www.hmdb.org/m.asp?m=259000,True,True,False,False,True,False,14000 Preston Road,Dallas,Dallas,14.0,705378.0,3646657.0,32.938919,-96.803199,32.93892,-96.80327,False,Historical Marker,Northeast corner of Preston and Spring Valley Road (facing Preston Road),,,,,,"Mount Pisgah Missionary Baptist Church, affectionately known as “The Rock,” and established in 1864, is the oldest African American church in Dallas County. The church was named for the mountain peak from which Moses viewed the promised land. Reverend Robert F. Butler, a White circuit preacher, and a few enslaved people gathered in June 1864 under an elm tree in the White Rock Settlement on Billie Wilburn’s Farm. The founders held church services despite their enslavement, including John Huffman, Dan Howard, Sam Fowler, William Phifer, Tobe Howard and Jack Saunders. After slavery was abolished, freedmen bought land, built homes and established churches and schools. Mount Pisgah’s membership grew and congregants traveled up to five miles to attend services. The congregation met under a brush arbor and by June 1888 voted to purchase land along the waters of White Rock Creek. The first building was a long, narrow frame structure. Picnics were held on the grounds and baptisms took place in various ponds, located near White Rock Union Graveyard, at present-day Coit at North Central Expressway, and at Sowell’s Farm at present-day Spring Valley at Montfort. As membership continued to grow, the church built a new structure on this site, which was completed in 1945 and constructed of rocks hauled by church members from Jacksboro. By the early 1980s, the congregation outgrew their location and purchased a church complex on Webb Chapel Road. Through partnerships with community and worldwide groups, Mount Pisgah has helped others by providing scholarships, services to homeless populations, school supplies, assistance to food banks and funding for a water well in Ghana. Located on South Sherman Street in Richardson, Mount Pisgah continues to grow while it supports and influences its community and lands abroad through its faith. (2019)",1853,,POINT (-96.803199 32.938919)
13856,139138,Mt. Pleasant Cemetery,,https://atlas.thc.texas.gov/Details/5507013856,https://www.hmdb.org/m.asp?m=139138,True,True,False,False,True,False,Mt. Pleasant Road,Kilgore,Gregg,15.0,319599.0,3588989.0,32.423411,-94.918624,32.42297,-94.91802,False,Historical Marker,"NW of Kilgore, off SH 135 on Mt. Pleasant Rd, 0.5 mi. S of IH-20",,,,,,"At the close of the Civil War, local African Americans, newly freed from slavery, formed the Mt. Pleasant Colored Methodist Episcopal Church. The Rev. M.F. Jamison served as the first pastor for the group, which was part of the East Texas Annual Conference. Members built a brush arbor and peace camp in this area and were led by the Rev. Frank Rabb, Major Sanders and Parson Choice in the early years. They formally organized as a congregation in 1871. As more settlers moved into the area over the next two decades, the need arose for a community cemetery. In April 1891, trustees for the church purchased two acres at this site, adjacent to the sanctuary, from J.C. and S.S. Barnett. The earliest marked grave in the burial ground is that of a seven-year-old boy who died in July 1890. There are also several unmarked graves, believed to date to the early 1870s. Today, Mt. Pleasant Cemetery continues to be linked to the church, although it has moved. A church committee maintains the burial ground, the final resting place for generations of area pioneers and families, including military veterans, Freemasons and community leaders. Historic Texas Cemetery - 2004",1168,,POINT (-94.918624 32.423411)
17960,147393,Nash Farm,,https://atlas.thc.texas.gov/Details/5507017960,https://www.hmdb.org/m.asp?m=147393,True,True,False,False,True,False,626 Ball Street,Grapevine,Tarrant,14.0,678992.0,3645686.0,32.934808,-97.085476,32.93422,-97.08567,True,Recorded Texas Historic Landmark,"The nominated property includes all land bounded by West College Street, Ball Street, and Homestead Lane in Grapevine, Tarrant County, Texas.",,,,,,"NASH FARM ESTABLISHED IN 1859, THE NASH FARM CONSTITUTES ONE OF THE LAST REMAINING AGRARIAN SITES FROM THE 19TH CENTURY IN NORTH TEXAS IN THE REGION WHERE THERE WAS ONCE A PERVASIVE LANDSCAPE OF FARMSTEADS. THOMAS JEFFERSON NASH, ELIZABETH MOUSER NASH AND THEIR FIRST THREE CHILDREN MIGRATED FROM KENTUCKY TO TEXAS IN 1854, FIRST SETTLING IN DALLAS AND THEN MOVING WITHIN A FEW MONTHS TO THE GRAPEVINE VICINITY. THEY WERE JOINED BY THOMAS’ BROTHER, WILLIAM P. NASH. BY 1859, THEY SETTLED PERMANENTLY ON THIS SITE. THE ORIGINAL FARM PROPERTY CONSISTED OF 450 ACRES WITH A VARIETY OF CROPS AND ANIMALS. DURING THE CIVIL WAR, THOMAS AND WILLIAM LEFT TO SERVE WITH CONFEDERATE TROOPS. THEY LEFT THE FARM IN THE CARE OF ELIZABETH AND THE CHILDREN; BOTH SURVIVED THE WAR AND RETURNED HOME TO ENLARGE THEIR FARM HOLDINGS. THE NASH FARMHOUSE, CONSTRUCTED IN 1869, IS A TWO-STORY I-HOUSE WITH A ONE-STORY ATTACHED PARTIAL WIDTH FRONT PORCH. THE PROPERTY ALSO BOASTS A 1907 SECONDARY GABLE-ROOFED WOOD FRAME TRANSVERSE BARN, OR CRIB BARN, A CEMETERY DATING TO 1878 AND A BRICK CISTERN DRESSED WITH A BRICK RIM AND DECORATIVE METAL CISTERN DRAW. IN 1888, THOMAS AND ELIZABETH GAVE LAND FOR THE RIGHT OF WAY TO THE COTTON BELT RAILROAD, WHICH CONTRIBUTED TO THE ECONOMIC DEVELOPMENT OF THE GRAPEVINE AREA. THE FARM REMAINED IN THE NASH FAMILY UNTIL THE 1920s. REHABILITATION OF THE PROPERTY IN 2008 RESTORED THE FARM AND ITS HISTORIC STRUCTURES, PRESERVING THEM FOR FUTURE GENERATIONS. IN 2010, THE PROPERTY WAS LISTED IN THE NATIONAL REGISTER OF HISTORIC PLACES. RECORDED TEXAS HISTORIC LANDMARK – 2014",1591,,POINT (-97.085476 32.934808)
7745,91504,New Harmony Baptist Church,,https://atlas.thc.texas.gov/Details/5423007745,https://www.hmdb.org/m.asp?m=91504,True,True,False,False,True,False,10251 FM 724,Tyler,Smith,15.0,268214.0,3589238.0,32.416151,-95.464795,32.41513,-95.46658,False,Historical Marker,NW of Tyler,,,,,,"This congregation was established in 1867 and accepted into the Cherokee Baptist Association in 1869. Seven of the church's nineteen charter members are buried in New Harmony Cemetery, established in 1870. Early services were held in a log building and later in a frame structure adjacent to the cemetery. A Sunday School was organized in 1891. Over the years several new sanctuaries have been built to accommodate an expanding membership. A new sanctuary was built here in 1993. An important local institution, the church continues to support local, state, and foreign missions. Sesquicentennial of Texas Statehood 1845 - 1995",627,,POINT (-95.464795 32.416151)
7770,,Nicholas Wren,,https://atlas.thc.texas.gov/Details/5423007770,,True,False,False,False,False,False,13720 Harris Creek Church Road,Winona,Smith,15.0,291647.0,3594325.0,32.466635,-95.216902,,,False,Historical Marker,Harris Creek Cemetery,,,,,,"(1807-1859) Came to Texas, 1833. Became a soldier in the Texas army, 1836. Was commissioned Lieutenant of Rangers by Sam Houston, President of Texas. Fought for Texas during the Vasquez and Woll invasions. Had horse shot from under him in Battle of the Hondo. Resided in Smith County at its organization, 1846. His wife Mariah was a charter member of Harris Creek Baptist Church. Wren died here in Mount Carmel community August 28, 1859. Incise on back: Erected by grandsons of Nicholas Wren",491,,POINT (-95.216902 32.466635)
9985,,Northcutt House,,https://atlas.thc.texas.gov/Details/5183009985,,True,False,False,False,False,False,313 S. Fredonia St.,Longview,Gregg,15.0,336276.0,3596342.0,32.491564,-94.740545,,,True,Recorded Texas Historic Landmark,,,,,,,"This residence was constructed in 1902 by the Rev. W. B. Allen for Dr. William Davis Northcutt (1861-1931). A prominent Longview physician and mayor of the city for four terms, Dr. Northcutt played a vital role in the development of the area through his active civic leadership. The Queen Anne style of his home features an elaborate two-level wraparound veranda and fishscale shingling. After Dr. Northcutt's death, the residence remained in the family. Recorded Texas Historic Landmark - 1982",494,,POINT (-94.740545 32.491564)
9982,290334,O. H. Methvin,,https://atlas.thc.texas.gov/Details/5183009982,https://www.hmdb.org/m.asp?m=290334,True,True,False,False,False,False,,Longview,Gregg,15.0,337331.0,3596948.0,32.497908,-94.731489,32.49825,-94.73038,False,Historical Marker,"Greenwood Cemetery, Magrill at 4th St.",,,,,,"(March 10, 1815 - February 9, 1882) Georgia native O. H. Methvin came to Texas about 1848 with his wife Margaret and his father, Richard R. Methvin. They settled on land in Upshur County which would later become a part of Gregg County. In 1870 Methvin gave 100 acres of land to the Southern Pacific Railroad to found the city of Longview. The town became the county seat when Gregg County was organized in 1873. O. H. and Margaret Methvin were the parents of three sons.",470,,POINT (-94.731489 32.497908)
9981,88853,"O. H. Methvin, Sr., Founder of Longview",,https://atlas.thc.texas.gov/Details/5183009981,https://www.hmdb.org/m.asp?m=88853,True,True,False,False,True,False,101 East Methvin Street,Longview,Gregg,15.0,332927.0,3596456.0,32.492818,-94.77826,32.49635,-94.73887,False,Historical Marker,"Courthouse lawn, e. Methvin at Fredonia",,,,,,"About 1848, O. H. Methvin (1815-1882) and his father Richard came to Texas from Georgia. O. H. Methvin bought about 1,200 acres in East Texas, including this site, which was his cornfield. He built a home on nearby Rock Hill for his wife Margaret and their children. In 1870 Methvin deeded 100 acres of his land to the Southern Pacific Railroad. The town that developed on the rail line was named Longview when surveyors were impressed with the long-range view afforded them from Rock Hill. With the formation of Gregg County, Longview became the county seat in 1873. Incise on back: Sponsors - Great and Great, Great Grandchildren",631,,POINT (-94.77826 32.492818)
8539,97640,Oakland Memorial Park,,https://atlas.thc.texas.gov/Details/5257008539,https://www.hmdb.org/m.asp?m=97640,True,True,False,False,True,False,1001 West Moore Avenue,Terrell,Kaufman,14.0,753999.0,3625419.0,32.737334,-96.289413,32.73739,-96.28936,False,Historical Marker,Oakland Cemetery,,,,,,"After Terrell was established as a railroad town in 1873, its citizens saw the need for a community burial ground. In 1878 John R. Terrell sold 7 acres of land for use as a cemetery, and the first burials were those of Peter Meinenger and Dr. G. W. Ridgell. In 1925 the Oakland Cemetery Association was founded to provide perpetual care for the gravesites. The name Oakland Memorial Park was adopted in 1931. Among those buried here are professional artist Frank Reaugh and 20 members of the British Royal Air Force who were killed while in training at Terrell during World War II. (1983) SUPPLEMENTAL PLAQUE: Correction James R. Terrell sold the land for the cemetery.",669,,POINT (-96.289413 32.737334)
9959,89035,Old Fredonia Townsite,,https://atlas.thc.texas.gov/Details/5183009959,https://www.hmdb.org/m.asp?m=89035,True,True,False,False,True,False,Old Kilgore Highway,Longview,Gregg,15.0,332102.0,3590033.0,32.434779,-94.785894,32.4347,-94.78681,False,Historical Marker,"0.6 mi. W of city limits, cor of IH-20 and FM 2087. Replaced 1967 marker of same name.",,,,,,"The community of Fredonia was founded by Haden Edwards, a land grantee who contracted in 1825 with the Mexican government to establish 800 families of settlers in East Texas. A later misunderstanding with Mexico caused him to organize the famous Fredonian Rebellion and flee to the U.S. in 1827 in failure. The town of Fredonia prospered, though, as an important ferry crossing and river port. The numerous structures built by residents included a brick kiln, homes and warehouses, mainly for cotton. After the Civil War, the population declined and the post office closed. Residents abandoned the town after it was bypassed by the railroad circa 1870. (1967, 2005)",665,,POINT (-94.785894 32.434779)
10168,289431,Old Grover Cemetery,12403654120,https://atlas.thc.texas.gov/Details/5203010168,https://www.hmdb.org/m.asp?m=289431,True,True,False,False,True,False,451 Farm to Market Road 968,Marshall,Harrison,15.0,364497.0,3599246.0,32.522278,-94.442746,32.52162,-94.44429,False,Historical Marker,"take US 80 about 4 mi. W to FM 968, go S on 968 about .5 mi. to cemetery",File:Old_Grover_Cemetery_Historical_Marker.jpg,File:Grover Cemetery.jpg,,,Q117559490,"William McKinney conveyed adjacent land in 1848 for the establishment of a community school. Later, a Union church was included and the site became the center of Grover community, a widespread farm settlement. This cemetery is first noted in records of the 1850s. The oldest marked grave is that of Susan Green (d. 1875), who came to this area from Tennessee. Grover began to decline in the 1920s and the schoolhouse and church sanctuary were gone by 1930. The Old Grover Cemetery remains, however, as a reminder of the area's pioneer settlers. Texas Sesquicentennial 1836-1986",577,,POINT (-94.442746 32.522278)
3739,258441,Old Hall Cemetery,12245474501,https://atlas.thc.texas.gov/Details/5121003739,https://www.hmdb.org/m.asp?m=258441,True,True,False,False,True,False,,Lewisville,Denton,14.0,684072.0,3658861.0,33.052737,-97.028527,33.06189,-97.02403,False,Historical Marker,"1200 block of McGee Lane t it's intersection with Quaker Lane, Lewisville",,File:Old_Hall_Cemetery.jpg,,,,"In the 1840's the Republic of Texas government granted colonization contracts to people who would advertise and bring new settlers to Texas. The Peters Colony, led by W. S. Peters, was located in North Texas and included the area later known as Denton County. In 1844 families began arriving in this area, including those of John and James Holford of Missouri. The place where the Holford families settled, on the prairie west of Big Spring Creek (Big Elm), became known as Holford Prairie. By 1855 a two-story building was constructed for use as a community meeting place. Referred to as Holford Prairie Hall, it housed a Masonic Lodge on the second floor, and the first floor was used for school and church purposes. This cemetery, situated next to the lodge building, became known as Old Hall Cemetery. The earliest graves date to the 1850s and include many infants and children. According to local oral tradition, the first burial may have been that of a man who died as his family was traveling through the area. The cemetery contains over one hundred twenty-five burials from the nineteenth century. A cemetery association, organized in 1972, maintains the historic graveyard. Texas Sesquicentennial 1836-1986",1215,,POINT (-97.028527 33.052737)
15025,149244,Old Letot Cemetery,,https://atlas.thc.texas.gov/Details/5507015025,https://www.hmdb.org/m.asp?m=149244,True,True,False,False,True,False,10700 Shady Trail,Dallas,Dallas,14.0,697367.0,3639205.0,32.873221,-96.890431,32.87323,-96.89038,False,Historical Marker,,,,,,,Established 1870s Historic Texas Cemetery - 2002,48,,POINT (-96.890431 32.873221)
10208,,Old Powder Mill Cemetery,,https://atlas.thc.texas.gov/Details/5203010208,,True,False,False,False,False,False,George Gregg St.,Marshall,Harrison,15.0,371048.0,3604230.0,32.568007,-94.373697,,,False,Historical Marker,"George Gregg St. (FM 1997), E side between Loop 390 and Cedar St.",,,,,,"Located on part of a site once occupied by a Confederate gun powder factory, this cemetery originated with the burial of slaves on the Powder Mill acreage. After the factory was destroyed in 1865 with the collapse of the Confederacy, the acreage fell into private ownership. One of the landowners, mortician M. M. Rains, began recording the burials here in 1880; however, the earliest known marked grave, that of Millie Abner, is dated 1878. Her husband, David Abner, a former Harrison County Treasurer and member of the 14th Texas Legislature, is also buried here. Old Powder Mill Cemetery is important to the history of Harrison County as the burial ground of many of the leaders of Marshall's Black community who played important roles in local religious, social, business, and political affairs. among those interred here are educators H.B. Pemberton, J.R.E. Lee, and Frederick William Gross; war veterans; businessmen and women; and professionals. Also located in Old Powder Mill Cemetery are the graves of many former members and founders of the Colored (now Bethesda) Baptist Church, including William Massey, a Confederate soldier who served as first pastor. Texas Sesquicentennial 1836-1986",1199,,POINT (-94.373697 32.568007)
10207,110850,Old Town of Port Caddo,,https://atlas.thc.texas.gov/Details/5203010207,https://www.hmdb.org/m.asp?m=110850,True,True,False,False,True,False,245 Park Road 2,Karnack,Harrison,15.0,389745.0,3616614.0,32.681717,-94.176021,32.68024,-94.17609,False,Historical Marker,"on Park Rd. 2 at entrance to Caddo Lake State Park, N of Karnack",,,,,,"Ancestral home of Texas Caddo Indians, this region gained a distinctive character in the 19th century. From 1806 to 1845 it lay in an area disputed by various countries and designated, from 1819, as the ""neutral ground."" Settlers living here were far from neutral, however. They became independent and resisted paying taxes levied by any ""outside"" authority. Port Caddo, founded 1838 on Caddo Lake, soon grew to importance, and its rowdy reputation grew too, as ship's crews, gamblers, and Indians filled its streets. Meanwhile, new towns and roads sprung up nearby. Continuing upheaval led to the assassination of the tax collector in 1840 and the townsmen joined in the factional ""Regulator-Moderator War"" from 1840 to 1844. When Texas proposed to join the Union in 1845, Port Caddoans saw a chance to end their problems and voted strongly in favor of statehood. From 1845 to the 1850's Port caddo thrived, growing to 500, but then declined as the Port of Jefferson and the county seat of Marshall drew away business. With the end of the great plantations after the Civil War, falling of the water level in Caddo Lake, and coming of the railroad to nearby Karnack (1900), Port Caddo gradually faded out of existence.",1218,,POINT (-94.176021 32.681717)
11436,53959,Oran Milo Roberts,,https://atlas.thc.texas.gov/Details/5467011436,https://www.hmdb.org/m.asp?m=53959,True,True,False,False,True,False,121 E Dallas St,Canton,Van Zandt,15.0,231331.0,3605628.0,32.555544,-95.861288,32.55639,-95.8631,False,Historical Marker,"100 Blk Dallas (courthouse lawn) (SH 64), Canton",,,,,,"(July 9, 1815 - May 19, 1898) A South Carolina-born Alabama legislator, Oran M. Roberts came to San Augustine, Texas in 1841. He served in district and state judicial positions, including the first district court in Canon in 1850, and was president of the Secession Convention in 1861. After service as a colonel in the 11th Regiment, Texas Infantry, his postwar career included a second turn as a state Supreme Court judge; he made the 1877 ruling that ended the Van Zandt County Seat War. Roberts was elected governor of Texas in 1878. He was a law professor at the new University of Texas until 1893. Roberts helped form the Texas State Historical Association in 1895. (1998) Incise on base: Researched by Annette Herndon Plemmons",733,,POINT (-95.861288 32.555544)
6812,151110,Parrish Family Cemetery,,https://atlas.thc.texas.gov/Details/5113006812,https://www.hmdb.org/m.asp?m=151110,True,True,False,False,True,False,746 Cardinal Lane,Coppell,Dallas,14.0,689617.0,3649265.0,32.965279,-96.971152,32.96518,-96.97121,False,Historical Marker,via Robin and Mockingbird Lanes,,,,,,"James and Eliza (Record) Parrish received a 640-acre Peters Colony land grant and settled here in 1853. When James died later that year, Eliza set aside one-half acre of land for a family burial ground. Since then, more than 35 members of the Parrish family have been buried here, including Eliza (d. 1918), her second husband Henry Parrish (James' brother, d. 1866), and 6 of their 7 children and their descendants. Eliza's father, Josiah Record, and two of her brothers, John and Silas, are also buried here. The cemetery records this extended family's long-time presence in Coppell.",585,,POINT (-96.971152 32.965279)
9986,,Peatown Christian Church,,https://atlas.thc.texas.gov/Details/5183009986,,True,False,False,False,False,False,,Longview,Gregg,15.0,335088.0,3584631.0,32.386515,-94.753203,,,False,Historical Marker,"take IH-20 west for 10 mi., then 4 mi. south on FM 2011",,,,,,"This church traces its history to a Disciples of Christ congregation (Christian Union Church) organized near Camden in 1852. When that church disbanded during the early 1870s, its members formed new congregations in other places. The Peatown Christian Church was organized in 1871 with twelve charter members. It drew families from the ante bellum settlement of Edwardsville, commonly known as Peatown, and neighboring rural communities. Its members worshiped in the old Christian Union Church building for over 50 years and held baptisms in the nearby spring.",560,,POINT (-94.753203 32.386515)
6815,146928,Perry Cemetery,,https://atlas.thc.texas.gov/Details/5113006815,https://www.hmdb.org/m.asp?m=146928,True,True,False,False,True,False,2100 N Perry Road,Carrollton,Dallas,14.0,696538.0,3649197.0,32.960178,-96.89613,32.96333,-96.89688,False,Historical Marker,,,,,,,"This cemetery opened with the burial of Sarah Huffman (Mrs. A. W.) Perry in 1896. Nearby was the Union Baptist Church, which stood on land given by A. W. Perry. On Feb. 18, 1897, he deeded land for this cemetery -- the first burial ground associated with the town of Carrollton. After it opened, a few burials were brought from private sites and reinterred here. The Union Church land was added to the cemetery about 1911, after the church moved away. The Rev. John M. Myers, a son of Union's founding pastor, is buried here with his wife. Most of the 482 graves are for pioneer families.",588,,POINT (-96.89613 32.960178)
