OsmNodeID,thc:Latitude,thc:Longitude,abandoned:historic,abandoned:memorial,access,addr:city,addr:country,addr:county,addr:full,addr:state,alt_name,check_date,colour,contact:facebook,date,description,designation,direction,ele,flickr,gnis:feature_id,heritage,heritage:operator,historic,image,image:creator,inscription,inscription:url,mapillary,material,memorial,memorial:website,name,name:en,name:es,name:etymology:wikidata,name:pt,name:sr,name:ur,name:zh,note,official_name,openplaques:id,operator,operator:es,operator:wikidata,panoramax,ref:US-TX:thc,ref:hmdb,short_name,source:url,source:website,source_ref,start_date,subject:wikidata,subject:wikimedia_commons,subject:wikipedia,support,thc:designation,thc:inscription_date,website,wikidata,wikimedia_commons,wikipedia,year
12403612608,29.58324,-95.76188,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126517.0,Jane Long Boarding House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9006,126517,,,https://atlas.thc.texas.gov/Details/5157009006,,1975,,,,pole,Historical Marker,,,,,,
12403612609,29.58038,-95.76183,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126518.0,City of Richmond,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9059,126518,,,https://atlas.thc.texas.gov/Details/5157009059,,1969,,,,pole,Historical Marker,,,,,,
12403612610,29.58016,-95.76234,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126519.0,"Erastus (""Deaf"") Smith",,,,,,,,,,,Texas Historical Commission,,Q2397965,,9065,126519,,,https://atlas.thc.texas.gov/Details/5157009065,,1973,,,,pole,Historical Marker,,,,,,
12403612611,29.56098,-95.77908,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126520.0,Mirabeau Buonaparte Lamar,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9003,126520,,,https://atlas.thc.texas.gov/Details/5157009003,,1965,,,,pole,Historical Marker,,,,,,
12403612612,29.58317,-95.76061,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126524.0,"Morton Lodge No. 72, A. F. & A. M.",,,,,,,,,,,Texas Historical Commission,,Q2397965,,9050,126524,,,https://atlas.thc.texas.gov/Details/5157009050,,1989,,,,pole,Historical Marker,,,,,,
12403612613,29.58676,-95.76354,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126525.0,John McNabb,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9008,126525,,,https://atlas.thc.texas.gov/Details/5157009008,,1936,,,,pole,Historical Marker,,,,,,
12403612614,29.58547,-95.76397,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126526.0,Thomas Jefferson Smith,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9066,126526,,,https://atlas.thc.texas.gov/Details/5157009066,,1967,,,,pole,Historical Marker,,,,,,
12403612615,29.58519,-95.76405,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126527.0,Walter Moses Burton,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8982,126527,,,https://atlas.thc.texas.gov/Details/5157008982,,1992,,,,pole,Historical Marker,,,,,,
12403612616,29.58184,-95.76181,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=126864.0,Mirabeau Buonaparte Lamar,,,,,,,,,,,Texas Historical Commission,,Q2397965,,15563,126864,,,https://atlas.thc.texas.gov/Details/5507015563,,1936,,,,pole,Historical Marker,,,,,,
12403612617,29.58372,-95.76431,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=129330.0,Fort Bend County Jail,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8995,129330,,,https://atlas.thc.texas.gov/Details/5157008995,,1985,,,,pole,Historical Marker,,,,,,
12403612618,29.58352,-95.76387,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=129331.0,McNabb House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9009,129331,,,https://atlas.thc.texas.gov/Details/5157009009,,1979,,,,pole,Historical Marker,,,,,,
12403612619,29.7001,-95.90799,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=145862.0,Fulshear Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8999,145862,,,https://atlas.thc.texas.gov/Details/5157008999,,1994,,,,pole,Historical Marker,,,,,,
12403612620,29.72796,-95.92824,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=145863.0,Pittsville,,,,,,,,,,,Texas Historical Commission,,Q2397965,,16356,145863,,,https://atlas.thc.texas.gov/Details/5507016356,,2010,,,,pole,Historical Marker,,,,,,
12403612621,29.68884,-95.90073,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=145864.0,Town of Fulshear,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8998,145864,,,https://atlas.thc.texas.gov/Details/5157008998,,1971,,,,pole,Historical Marker,,,,,,
12403612622,29.69914,-95.90923,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=145886.0,Albert and Ethel Herzstein,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18521,145886,,,https://atlas.thc.texas.gov/Details/5507018521,,2016,,,,pole,Historical Marker,,,,,,
12403612623,29.40146,-95.81281,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=156207.0,Needville Methodist Church Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9054,156207,,,https://atlas.thc.texas.gov/Details/5157009054,,<NA>,,,,pole,Historical Marker,,,,,,
12403612624,29.62724,-95.81115,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=156722.0,John Foster,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12960,156722,,,https://atlas.thc.texas.gov/Details/5157012960,,2002,,,,pole,Historical Marker,,,,,,
12403612625,29.62724,-95.81096,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=156724.0,Randolph Foster,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12725,156724,,,https://atlas.thc.texas.gov/Details/5157012725,,2002,,,,pole,Historical Marker,,,,,,
12403612626,29.6884,-95.90456,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=157667.0,Fulshear Black Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,17257,157667,,,https://atlas.thc.texas.gov/Details/5507017257,,2012,,,,pole,Historical Marker,,,,,,
12403612627,29.65586,-95.88237,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=157672.0,Pleasant Hill Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13146,157672,,,https://atlas.thc.texas.gov/Details/5157013146,,2002,,,,pole,Historical Marker,,,,,,
12403612628,29.64179,-95.82797,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=157742.0,Foster Community,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13291,157742,,,https://atlas.thc.texas.gov/Details/5157013291,,2004,,,,pole,Historical Marker,,,,,,
12403612629,29.60489,-95.65784,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=157744.0,Imperial Prison Farm Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18089,157744,,,https://atlas.thc.texas.gov/Details/5507018089,,2015,,,,pole,Historical Marker,,,,,,
12403612630,29.62444,-95.63075,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=157771.0,Sugar Land Independent School District No. 17,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9071,157771,,,https://atlas.thc.texas.gov/Details/5157009071,,1991,,,,pole,Historical Marker,,,,,,
12403612631,29.53006,-95.65019,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158432.0,Booth,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8970,158432,,,https://atlas.thc.texas.gov/Details/5157008970,,1973,,,,pole,Historical Marker,,,,,,
12403612632,29.57599,-95.76536,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158436.0,Calvary Episcopal Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8983,158436,,,https://atlas.thc.texas.gov/Details/5157008983,,1984,,,,pole,Historical Marker,,,,,,
12403612633,29.55925,-95.80609,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158452.0,Charles Harvey Waddell,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9077,158452,,,https://atlas.thc.texas.gov/Details/5157009077,,1990,,,,pole,Historical Marker,,,,,,
12403612634,29.5592,-95.80698,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158454.0,Robinowitz Brothers,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9060,158454,,,https://atlas.thc.texas.gov/Details/5157009060,,1988,,,,pole,Historical Marker,,,,,,
12403612635,29.55925,-95.80593,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158456.0,Fort Bend Telephone Company,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8996,158456,,,https://atlas.thc.texas.gov/Details/5157008996,,1990,,,,pole,Historical Marker,,,,,,
12403612636,29.55942,-95.80748,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158462.0,Vogelsang Building,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9076,158462,,,https://atlas.thc.texas.gov/Details/5157009076,,1986,,,,pole,Historical Marker,,,,,,
12403612637,29.55948,-95.80541,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158464.0,Rosenberg Post Office,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9063,158464,,,https://atlas.thc.texas.gov/Details/5157009063,,1994,,,,pole,Historical Marker,,,,,,
12403612638,29.556,-95.81109,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158511.0,Julius Edward Junker,,,,,,,,,,,Texas Historical Commission,,Q2397965,,15974,158511,,,https://atlas.thc.texas.gov/Details/5507015974,,2009,,,,pole,Historical Marker,,,,,,
12403612639,29.58069,-95.76219,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158525.0,Moore Home,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9011,158525,,,https://atlas.thc.texas.gov/Details/5157009011,,1962,,,,pole,Historical Marker,,,,,,
12403612640,29.60022,-95.78527,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158527.0,Site of Thompson's Ferry,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9074,158527,,,https://atlas.thc.texas.gov/Details/5157009074,,1936,,,,pole,Historical Marker,,,,,,
12403612641,29.56309,-95.81369,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=158535.0,Rosenberg Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13127,158535,,,https://atlas.thc.texas.gov/Details/5157013127,,2002,,,,pole,Historical Marker,,,,,,
12403612642,29.58932,-96.04253,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=168505.0,Krasna Settlement,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12982,168505,,,https://atlas.thc.texas.gov/Details/5157012982,,2002,,,,pole,Historical Marker,,,,,,
12403612643,29.4974,-95.91777,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=168553.0,Beasley,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8969,168553,,,https://atlas.thc.texas.gov/Details/5157008969,,1973,,,,pole,Historical Marker,,,,,,
12403612644,29.49999,-95.91908,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=168554.0,Hope Lutheran Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12972,168554,,,https://atlas.thc.texas.gov/Details/5157012972,,2003,,,,pole,Historical Marker,,,,,,
12403612645,29.67954,-95.97254,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=179242.0,Simonton School,,,,,,,,,,,Texas Historical Commission,,Q2397965,,16950,179242,,,https://atlas.thc.texas.gov/Details/5507016950,,2011,,,,pole,Historical Marker,,,,,,
12403612646,29.60148,-95.54344,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=197499.0,Stafford Municipal School District,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18362,197499,,,https://atlas.thc.texas.gov/Details/5507018362,,2016,,,,pole,Historical Marker,,,,,,
12403612647,29.54698,-95.80588,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=201882.0,Rosenberg,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9062,201882,,,https://atlas.thc.texas.gov/Details/5157009062,,1970,,,,pole,Historical Marker,,,,,,
12403612648,29.47947,-96.02113,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=201991.0,Powell Point School,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9057,201991,,,https://atlas.thc.texas.gov/Details/5157009057,,1994,,,,pole,Historical Marker,,,,,,
12403612649,29.62895,-95.61884,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=202062.0,Sugar Land First United Methodist Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,22482,202062,,,https://atlas.thc.texas.gov/Details/5000022482,,2019,,,,pole,Historical Marker,,,,,,
12403612650,29.60588,-95.58548,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=202071.0,Stafford Plantation,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13179,202071,,,https://atlas.thc.texas.gov/Details/5157013179,,2003,,,,pole,Historical Marker,,,,,,
12403612651,29.60604,-95.58623,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=202074.0,Paschal Paolo Borden,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8971,202074,,,https://atlas.thc.texas.gov/Details/5157008971,,1963,,,,pole,Historical Marker,,,,,,
12403612652,29.44516,-95.76277,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=202448.0,Concord Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,11884,202448,,,https://atlas.thc.texas.gov/Details/5157011884,,1999,,,,pole,Historical Marker,,,,,,
12403612653,29.4107,-95.77996,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=202451.0,Cesinger Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8985,202451,,,https://atlas.thc.texas.gov/Details/5157008985,,1992,,,,pole,Historical Marker,,,,,,
12403612654,29.40291,-95.83513,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=202455.0,Needville Methodist Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9053,202455,,,https://atlas.thc.texas.gov/Details/5157009053,,1991,,,,pole,Historical Marker,,,,,,
12403612655,29.57775,-95.75948,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=206016.0,"Church Of The Living God, Pillar And Ground Of Truth",,,,,,,,,,,Texas Historical Commission,,Q2397965,,18098,206016,,,https://atlas.thc.texas.gov/Details/5507018098,,2015,,,,pole,Historical Marker,,,,,,
12403612656,29.54628,-95.82778,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=208007.0,Macario Garcia,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13044,208007,,,https://atlas.thc.texas.gov/Details/5157013044,,2003,,,,pole,Historical Marker,,,,,,
12403612657,29.58669,-95.76142,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=208114.0,Morton-McCloy House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9051,208114,,,https://atlas.thc.texas.gov/Details/5157009051,,1994,,,,pole,Historical Marker,,,,,,
12403612658,29.64074,-95.88239,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=209258.0,Randon & Pennington Grant of 1824,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18385,209258,,,https://atlas.thc.texas.gov/Details/5507018385,,2016,,,,pole,Historical Marker,,,,,,
12403612659,29.55234,-95.56388,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=210001.0,St. John Missionary Baptist Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18520,210001,,,https://atlas.thc.texas.gov/Details/5507018520,,2016,,,,pole,Historical Marker,,,,,,
12403612660,29.55223,-95.79938,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=211547.0,Taylor Ray,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9058,211547,,,https://atlas.thc.texas.gov/Details/5157009058,,1979,,,,pole,Historical Marker,,,,,,
12403612661,29.55254,-95.80812,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=211549.0,Teague-Waddell House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9073,211549,,,https://atlas.thc.texas.gov/Details/5157009073,,1979,,,,pole,Historical Marker,,,,,,
12403612662,29.4476,-96.0018,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=211552.0,Terry v. Adams,,,,,,,,,,,Texas Historical Commission,,Q2397965,,16252,211552,,,https://atlas.thc.texas.gov/Details/5507016252,,2009,,,,pole,Historical Marker,,,,,,
12403612663,29.55243,-95.79407,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=211959.0,Trinity Lutheran Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,14747,211959,,,https://atlas.thc.texas.gov/Details/5507014747,,2008,,,,pole,Historical Marker,,,,,,
12403612664,29.55405,-95.80678,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=211961.0,Trone-Ray-Lane House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9075,211961,,,https://atlas.thc.texas.gov/Details/5157009075,,1979,,,,pole,Historical Marker,,,,,,
12403612665,29.57765,-95.75695,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=212056.0,Wyly Martin,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9010,212056,,,https://atlas.thc.texas.gov/Details/5157009010,,1936,,,,pole,Historical Marker,,,,,,
12403612666,29.51195,-95.47049,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225202.0,The Fitzgerald and Fenn Families,,,,,,,,,,,Texas Historical Commission,,Q2397965,,14673,225202,,,https://atlas.thc.texas.gov/Details/5507014673,,2008,,,,pole,Historical Marker,,,,,,
12403612667,29.51196,-95.47049,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225203.0,Duke Community,,,,,,,,,,,Texas Historical Commission,,Q2397965,,15315,225203,,,https://atlas.thc.texas.gov/Details/5507015315,,2008,,,,pole,Historical Marker,,,,,,
12403612668,29.55204,-95.52868,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225207.0,Dewalt Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8988,225207,,,https://atlas.thc.texas.gov/Details/5157008988,,1993,,,,pole,Historical Marker,,,,,,
12403612669,29.69245,-95.90161,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225292.0,First United Methodist Church Fulshear,,,,,,,,,,,Texas Historical Commission,,Q2397965,,22462,225292,,,https://atlas.thc.texas.gov/Details/5000022462,,2019,,,,pole,Historical Marker,,,,,,
12403612670,29.5795,-95.7653,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225346.0,The Peareson-Winston House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9055,225346,,,https://atlas.thc.texas.gov/Details/5157009055,,1976,,,,pole,Historical Marker,,,,,,
12403612671,29.61533,-95.55809,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225434.0,Court Hardware Company,,,,,,,,,,,Texas Historical Commission,,Q2397965,,20104,225434,,,https://atlas.thc.texas.gov/Details/5507020104,,2018,,,,pole,Historical Marker,,,,,,
12403612672,29.61851,-95.53537,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225462.0,Holy Family Catholic Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,22807,225462,,,https://atlas.thc.texas.gov/Details/5000022807,,2020,,,,pole,Historical Marker,,,,,,
12403612673,29.55427,-95.71848,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225480.0,Williams Family,,,,,,,,,,,Texas Historical Commission,,Q2397965,,18114,225480,,,https://atlas.thc.texas.gov/Details/5507018114,,2015,,,,pole,Historical Marker,,,,,,
12403612674,29.55359,-95.81674,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225483.0,Holy Rosary Catholic Parish,,,,,,,,,,,Texas Historical Commission,,Q2397965,,16947,225483,,,https://atlas.thc.texas.gov/Details/5507016947,,2011,,,,pole,Historical Marker,,,,,,
12403612675,29.66567,-95.75586,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225485.0,Oak Hill Baptist Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13288,225485,,,https://atlas.thc.texas.gov/Details/5157013288,,2004,,,,pole,Historical Marker,,,,,,
12403612676,29.66669,-95.75393,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225488.0,Oak Hill Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,13492,225488,,,https://atlas.thc.texas.gov/Details/5507013492,,2004,,,,pole,Historical Marker,,,,,,
12403612677,29.49354,-95.68297,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225747.0,Mamie and A.P. George,,,,,,,,,,,Texas Historical Commission,,Q2397965,,22453,225747,,,https://atlas.thc.texas.gov/Details/5000022453,,2019,,,,pole,Historical Marker,,,,,,
12403612678,29.49763,-95.6825,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225748.0,The John H. Pickens Davis House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8987,225748,,,https://atlas.thc.texas.gov/Details/5157008987,,1962,,,,pole,Historical Marker,,,,,,
12403612679,29.3605,-95.91835,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225836.0,Snake Creek Cemetery and Church,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9067,225836,,,https://atlas.thc.texas.gov/Details/5157009067,,1985,,,,pole,Historical Marker,,,,,,
12403612680,29.58024,-95.76561,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225837.0,The Darst-Yoder House,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8986,225837,,,https://atlas.thc.texas.gov/Details/5157008986,,1976,,,,pole,Historical Marker,,,,,,
12403612681,29.40357,-95.64001,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225899.0,Brown-Beard Cemetery,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8980,225899,,,https://atlas.thc.texas.gov/Details/5157008980,,1985,,,,pole,Historical Marker,,,,,,
12403612682,29.4032,-95.63987,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225902.0,Andrew Jackson Beard,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8947,225902,,,https://atlas.thc.texas.gov/Details/5157008947,,1936,,,,pole,Historical Marker,,,,,,
12403612683,29.59464,-95.87712,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=225920.0,Home of Thomas Barnett,,,,,,,,,,,Texas Historical Commission,,Q2397965,,8968,225920,,,https://atlas.thc.texas.gov/Details/5157008968,,1962,,,,pole,Historical Marker,,,,,,
12403612684,29.56602,-95.72216,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=239487.0,Mrs. Jane Herbert Wilkinson Long,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9005,239487,,,https://atlas.thc.texas.gov/Details/5157009005,,1936,,,,pole,Historical Marker,,,,,,
12403612685,29.609,-95.66042,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=261505.0,Texas Prison System Central State Farm Main Building,,,,,,,,,,,Texas Historical Commission,,Q2397965,,12990,261505,,,https://atlas.thc.texas.gov/Details/5157012990,,2002,,,,pole,Historical Marker,,,,,,
12403612686,33.17878,-95.1507,,,,,,,,,,,,,,,,,,,,,,memorial,,,,,,aluminium,plaque,https://www.hmdb.org/m.asp?m=119349.0,Ripley Massacre,,,,,,,,,,,Texas Historical Commission,,Q2397965,,9849,119349,,,https://atlas.thc.texas.gov/Details/5159009849,,1986,,,,pole,Historical Marker,,,,,,
